Commodity,Date,Unit,Minimum Price,Maximum Price,Average Price,Price Range,Price_Difference,Date_Day
Raddish White(Hybrid),2021-10-06,Kg,30,35,32,5,2,6
Brinjal Long,2021-10-06,Kg,20,30,25,10,5,6
Brinjal Round,2021-10-06,Kg,50,60,55,10,5,6
Cow pea(Long),2021-10-06,Kg,100,120,110,20,10,6
Cowpea(Short),2021-10-06,Kg,110,120,115,10,5,6
Green Peas,2021-10-06,Kg,280,300,290,20,10,6
French Bean(Local),2021-10-06,Kg,70,80,75,10,5,6
French Bean(Hybrid),2021-10-06,Kg,70,80,75,10,5,6
French Bean(Rajma),2021-10-06,Kg,150,180,165,30,15,6
Sword Bean,2021-10-06,Kg,120,140,130,20,10,6
Soyabean Green,2021-10-06,Kg,70,80,75,10,5,6
Bitter Gourd,2021-10-06,Kg,90,100,95,10,5,6
Bottle Gourd,2021-10-06,Kg,40,50,45,10,5,6
Pointed Gourd(Local),2021-10-06,Kg,60,70,65,10,5,6
Pointed Gourd(Terai),2021-10-06,Kg,50,60,55,10,5,6
Snake Gourd,2021-10-06,Kg,40,50,45,10,5,6
Smooth Gourd,2021-10-06,Kg,80,90,85,10,5,6
Sponge Gourd,2021-10-06,Kg,80,90,85,10,5,6
Pumpkin,2021-10-06,Kg,35,40,37,5,2,6
Squash(Round),2021-10-06,Kg,20,30,25,10,5,6
Turnip,2021-10-06,Kg,90,100,95,10,5,6
Okara,2021-10-06,Kg,40,50,45,10,5,6
Sweet Potato,2021-10-06,Kg,80,90,85,10,5,6
Barela,2021-10-06,Kg,90,100,95,10,5,6
Arum,2021-10-06,Kg,40,50,45,10,5,6
Christophine,2021-10-06,Kg,10,20,15,10,5,6
Brd Leaf Mustard,2021-10-06,Kg,90,100,95,10,5,6
Spinach Leaf,2021-10-06,Kg,100,120,110,20,10,6
Cress Leaf,2021-10-06,Kg,120,150,135,30,15,6
Mustard Leaf,2021-10-06,Kg,30,40,35,10,5,6
Fenugreek Leaf,2021-10-06,Kg,220,250,235,30,15,6
Onion Green,2021-10-06,Kg,150,180,165,30,15,6
Mushroom(Kanya),2021-10-06,Kg,220,250,235,30,15,6
Mushroom(Button),2021-10-06,KG,300,350,325,50,25,6
Asparagus,2021-10-06,Kg,800,1000,900,200,100,6
Neuro,2021-10-06,Kg,120,150,135,30,15,6
Brocauli,2021-10-06,Kg,200,250,225,50,25,6
Sugarbeet,2021-10-06,Kg,80,90,85,10,5,6
Red Cabbbage,2021-10-06,Kg,250,300,275,50,25,6
Lettuce,2021-10-06,Kg,550,600,575,50,25,6
Celery,2021-10-06,Kg,350,400,375,50,25,6
Fennel Leaf,2021-10-06,Kg,220,250,235,30,15,6
Mint,2021-10-06,Kg,700,800,750,100,50,6
Turnip A,2021-10-06,Kg,80,90,85,10,5,6
Tamarind,2021-10-06,Kg,140,150,145,10,5,6
Bamboo Shoot,2021-10-06,Kg,90,100,95,10,5,6
Tofu,2021-10-06,Kg,90,100,95,10,5,6
Gundruk,2021-10-06,Kg,200,250,225,50,25,6
Apple(Jholey),2021-10-06,Kg,140,150,145,10,5,6
Apple(Fuji),2021-10-06,KG,280,300,290,20,10,6
Banana,2021-10-06,Doz,90,100,95,10,5,6
Lime,2021-10-06,Kg,160,200,180,40,20,6
Pomegranate,2021-10-06,Kg,300,350,325,50,25,6
Orange(Indian),2021-10-06,Kg,130,140,135,10,5,6
Water Melon(Green),2021-10-06,Kg,60,70,65,10,5,6
Sweet Orange,2021-10-06,Kg,130,140,135,10,5,6
Pineapple,2021-10-06,1 Pc,120,150,135,30,15,6
Cucumber(Local),2021-10-06,Kg,30,40,35,10,5,6
Cucumber(Hybrid),2021-10-06,KG,15,20,17,5,2,6
Lemon,2021-10-06,Kg,50,60,55,10,5,6
Pear(Local),2021-10-06,Kg,90,100,95,10,5,6
Pear(Chinese),2021-10-06,Kg,190,200,195,10,5,6
Papaya(Nepali),2021-10-06,Kg,50,60,55,10,5,6
Papaya(Indian),2021-10-06,Kg,80,90,85,10,5,6
Guava,2021-10-06,Kg,90,100,95,10,5,6
Mombin,2021-10-06,Kg,30,40,35,10,5,6
Kiwi,2021-10-06,Kg,300,400,350,100,50,6
Ginger,2021-10-06,Kg,40,50,45,10,5,6
Chilli Dry,2021-10-06,Kg,300,320,310,20,10,6
Chilli Green,2021-10-06,Kg,30,40,35,10,5,6
Chilli Green(Bullet),2021-10-06,KG,100,110,105,10,5,6
Chilli Green(Machhe),2021-10-06,KG,90,100,95,10,5,6
Chilli Green(Akbare),2021-10-06,KG,150,200,175,50,25,6
Capsicum,2021-10-06,Kg,120,140,130,20,10,6
Garlic Green,2021-10-06,Kg,280,300,290,20,10,6
Coriander Green,2021-10-06,Kg,200,250,225,50,25,6
Garlic Dry Chinese,2021-10-06,Kg,240,250,245,10,5,6
Garlic Dry Nepali,2021-10-06,Kg,180,200,190,20,10,6
Clive Dry,2021-10-06,Kg,280,300,290,20,10,6
Clive Green,2021-10-06,Kg,180,200,190,20,10,6
Fish Fresh(Rahu),2021-10-06,KG,270,280,275,10,5,6
Fish Fresh(Bachuwa),2021-10-06,KG,225,235,230,10,5,6
Fish Fresh(Chhadi),2021-10-06,KG,220,230,225,10,5,6
Fish Fresh(Mungari),2021-10-06,KG,240,250,245,10,5,6
Tomato Big(Nepali),2021-10-07,Kg,80,90,85,10,5,7
Tomato Big(Indian),2021-10-07,Kg,80,90,85,10,5,7
Tomato Small(Local),2021-10-07,Kg,45,55,50,10,5,7
Tomato Small(Tunnel),2021-10-07,Kg,60,70,65,10,5,7
Potato Red,2021-10-07,Kg,65,70,67,5,2,7
Potato Red(Indian),2021-10-07,KG,26,28,27,2,1,7
Potato Red(Mude),2021-10-07,Kg,48,50,49,2,1,7
Potato White,2021-10-07,Kg,42,44,43,2,1,7
Onion Dry (Indian),2021-10-07,Kg,68,70,69,2,1,7
Carrot(Local),2021-10-07,Kg,150,160,155,10,5,7
Carrot(Terai),2021-10-07,Kg,80,90,85,10,5,7
Cabbage(Local),2021-10-07,Kg,20,25,22,5,2,7
Cauli Local,2021-10-07,Kg,60,70,65,10,5,7
Raddish Red,2021-10-07,Kg,40,50,45,10,5,7
Raddish White(Local),2021-10-07,Kg,20,30,25,10,5,7
Raddish White(Hybrid),2021-10-07,Kg,25,30,27,5,2,7
Brinjal Long,2021-10-07,Kg,20,30,25,10,5,7
Brinjal Round,2021-10-07,Kg,50,60,55,10,5,7
Cow pea(Long),2021-10-07,Kg,100,120,110,20,10,7
Cowpea(Short),2021-10-07,Kg,110,120,115,10,5,7
French Bean(Local),2021-10-07,Kg,70,80,75,10,5,7
French Bean(Hybrid),2021-10-07,Kg,70,80,75,10,5,7
French Bean(Rajma),2021-10-07,Kg,150,180,165,30,15,7
Sword Bean,2021-10-07,Kg,140,150,145,10,5,7
Soyabean Green,2021-10-07,Kg,60,80,70,20,10,7
Bitter Gourd,2021-10-07,Kg,90,100,95,10,5,7
Bottle Gourd,2021-10-07,Kg,40,50,45,10,5,7
Pointed Gourd(Local),2021-10-07,Kg,70,80,75,10,5,7
Pointed Gourd(Terai),2021-10-07,Kg,60,70,65,10,5,7
Snake Gourd,2021-10-07,Kg,40,50,45,10,5,7
Smooth Gourd,2021-10-07,Kg,90,100,95,10,5,7
Sponge Gourd,2021-10-07,Kg,80,90,85,10,5,7
Pumpkin,2021-10-07,Kg,35,40,37,5,2,7
Squash(Round),2021-10-07,Kg,20,30,25,10,5,7
Turnip,2021-10-07,Kg,90,100,95,10,5,7
Okara,2021-10-07,Kg,50,60,55,10,5,7
Sweet Potato,2021-10-07,Kg,80,90,85,10,5,7
Barela,2021-10-07,Kg,90,100,95,10,5,7
Arum,2021-10-07,Kg,40,50,45,10,5,7
Christophine,2021-10-07,Kg,15,20,17,5,2,7
Brd Leaf Mustard,2021-10-07,Kg,100,120,110,20,10,7
Spinach Leaf,2021-10-07,Kg,120,150,135,30,15,7
Cress Leaf,2021-10-07,Kg,220,250,235,30,15,7
Mustard Leaf,2021-10-07,Kg,40,50,45,10,5,7
Fenugreek Leaf,2021-10-07,Kg,280,300,290,20,10,7
Onion Green,2021-10-07,Kg,150,180,165,30,15,7
Mushroom(Kanya),2021-10-07,Kg,220,250,235,30,15,7
Mushroom(Button),2021-10-07,KG,300,320,310,20,10,7
Asparagus,2021-10-07,Kg,800,900,850,100,50,7
Neuro,2021-10-07,Kg,100,110,105,10,5,7
Brocauli,2021-10-07,Kg,200,250,225,50,25,7
Sugarbeet,2021-10-07,Kg,70,80,75,10,5,7
Red Cabbbage,2021-10-07,Kg,250,300,275,50,25,7
Lettuce,2021-10-07,Kg,500,600,550,100,50,7
Celery,2021-10-07,Kg,400,500,450,100,50,7
Fennel Leaf,2021-10-07,Kg,280,300,290,20,10,7
Mint,2021-10-07,Kg,800,900,850,100,50,7
Turnip A,2021-10-07,Kg,80,90,85,10,5,7
Tamarind,2021-10-07,Kg,140,150,145,10,5,7
Bamboo Shoot,2021-10-07,Kg,90,100,95,10,5,7
Tofu,2021-10-07,Kg,90,100,95,10,5,7
Gundruk,2021-10-07,Kg,200,250,225,50,25,7
Apple(Jholey),2021-10-07,Kg,140,150,145,10,5,7
Apple(Fuji),2021-10-07,KG,280,300,290,20,10,7
Banana,2021-10-07,Doz,90,100,95,10,5,7
Lime,2021-10-07,Kg,160,180,170,20,10,7
Pomegranate,2021-10-07,Kg,300,350,325,50,25,7
Orange(Indian),2021-10-07,Kg,130,140,135,10,5,7
Water Melon(Green),2021-10-07,Kg,60,70,65,10,5,7
Sweet Orange,2021-10-07,Kg,130,140,135,10,5,7
Pineapple,2021-10-07,1 Pc,120,150,135,30,15,7
Cucumber(Local),2021-10-07,Kg,40,50,45,10,5,7
Cucumber(Hybrid),2021-10-07,KG,20,25,22,5,2,7
Lemon,2021-10-07,Kg,40,50,45,10,5,7
Pear(Local),2021-10-07,Kg,90,100,95,10,5,7
Pear(Chinese),2021-10-07,Kg,190,200,195,10,5,7
Papaya(Nepali),2021-10-07,Kg,50,60,55,10,5,7
Papaya(Indian),2021-10-07,Kg,80,90,85,10,5,7
Guava,2021-10-07,Kg,100,110,105,10,5,7
Mombin,2021-10-07,Kg,30,40,35,10,5,7
Kiwi,2021-10-07,Kg,300,400,350,100,50,7
Ginger,2021-10-07,Kg,40,50,45,10,5,7
Chilli Dry,2021-10-07,Kg,300,320,310,20,10,7
Chilli Green,2021-10-07,Kg,20,30,25,10,5,7
Chilli Green(Bullet),2021-10-07,KG,90,100,95,10,5,7
Chilli Green(Machhe),2021-10-07,KG,80,90,85,10,5,7
Chilli Green(Akbare),2021-10-07,KG,150,200,175,50,25,7
Capsicum,2021-10-07,Kg,120,130,125,10,5,7
Garlic Green,2021-10-07,Kg,300,350,325,50,25,7
Coriander Green,2021-10-07,Kg,200,250,225,50,25,7
Garlic Dry Chinese,2021-10-07,Kg,240,250,245,10,5,7
Garlic Dry Nepali,2021-10-07,Kg,190,200,195,10,5,7
Clive Dry,2021-10-07,Kg,280,300,290,20,10,7
Clive Green,2021-10-07,Kg,100,120,110,20,10,7
Fish Fresh(Rahu),2021-10-07,KG,280,290,285,10,5,7
Fish Fresh(Bachuwa),2021-10-07,KG,225,235,230,10,5,7
Fish Fresh(Chhadi),2021-10-07,KG,220,230,225,10,5,7
Fish Fresh(Mungari),2021-10-07,KG,230,240,235,10,5,7
Tomato Big(Nepali),2021-10-08,Kg,90,100,95,10,5,8
Tomato Big(Indian),2021-10-08,Kg,90,100,95,10,5,8
Tomato Small(Local),2021-10-08,Kg,60,70,65,10,5,8
Tomato Small(Tunnel),2021-10-08,Kg,65,75,70,10,5,8
Potato Red,2021-10-08,Kg,68,70,69,2,1,8
Potato Red(Indian),2021-10-08,KG,26,28,27,2,1,8
Potato Red(Mude),2021-10-08,Kg,45,48,46,3,1,8
Potato White,2021-10-08,Kg,42,44,43,2,1,8
Onion Dry (Indian),2021-10-08,Kg,68,70,69,2,1,8
Carrot(Local),2021-10-08,Kg,130,150,140,20,10,8
Carrot(Terai),2021-10-08,Kg,80,90,85,10,5,8
Cabbage(Local),2021-10-08,Kg,20,25,22,5,2,8
Cauli Local,2021-10-08,Kg,70,80,75,10,5,8
Raddish Red,2021-10-08,Kg,40,50,45,10,5,8
Raddish White(Local),2021-10-08,Kg,25,30,27,5,2,8
Raddish White(Hybrid),2021-10-08,Kg,30,40,35,10,5,8
Brinjal Long,2021-10-08,Kg,25,30,27,5,2,8
Brinjal Round,2021-10-08,Kg,50,60,55,10,5,8
Cow pea(Long),2021-10-08,Kg,100,120,110,20,10,8
Cowpea(Short),2021-10-08,Kg,70,80,75,10,5,8
Green Peas,2021-10-08,Kg,240,250,245,10,5,8
French Bean(Local),2021-10-08,Kg,70,80,75,10,5,8
French Bean(Hybrid),2021-10-08,Kg,70,80,75,10,5,8
French Bean(Rajma),2021-10-08,Kg,180,200,190,20,10,8
Sword Bean,2021-10-08,Kg,130,150,140,20,10,8
Soyabean Green,2021-10-08,Kg,60,70,65,10,5,8
Bitter Gourd,2021-10-08,Kg,70,80,75,10,5,8
Bottle Gourd,2021-10-08,Kg,30,40,35,10,5,8
Pointed Gourd(Local),2021-10-08,Kg,70,80,75,10,5,8
Pointed Gourd(Terai),2021-10-08,Kg,60,70,65,10,5,8
Snake Gourd,2021-10-08,Kg,40,50,45,10,5,8
Smooth Gourd,2021-10-08,Kg,80,90,85,10,5,8
Sponge Gourd,2021-10-08,Kg,80,90,85,10,5,8
Pumpkin,2021-10-08,Kg,30,35,32,5,2,8
Squash(Round),2021-10-08,Kg,30,40,35,10,5,8
Turnip,2021-10-08,Kg,90,100,95,10,5,8
Okara,2021-10-08,Kg,70,80,75,10,5,8
Sweet Potato,2021-10-08,Kg,80,90,85,10,5,8
Barela,2021-10-08,Kg,70,80,75,10,5,8
Arum,2021-10-08,Kg,40,50,45,10,5,8
Christophine,2021-10-08,Kg,10,15,12,5,2,8
Brd Leaf Mustard,2021-10-08,Kg,90,100,95,10,5,8
Spinach Leaf,2021-10-08,Kg,100,120,110,20,10,8
Cress Leaf,2021-10-08,Kg,120,150,135,30,15,8
Mustard Leaf,2021-10-08,Kg,30,40,35,10,5,8
Fenugreek Leaf,2021-10-08,Kg,220,250,235,30,15,8
Onion Green,2021-10-08,Kg,150,180,165,30,15,8
Mushroom(Kanya),2021-10-08,Kg,220,250,235,30,15,8
Mushroom(Button),2021-10-08,KG,300,320,310,20,10,8
Asparagus,2021-10-08,Kg,800,900,850,100,50,8
Neuro,2021-10-08,Kg,100,120,110,20,10,8
Brocauli,2021-10-08,Kg,250,300,275,50,25,8
Sugarbeet,2021-10-08,Kg,80,90,85,10,5,8
Drumstick,2021-10-08,Kg,180,200,190,20,10,8
Red Cabbbage,2021-10-08,Kg,250,300,275,50,25,8
Lettuce,2021-10-08,Kg,500,600,550,100,50,8
Celery,2021-10-08,Kg,400,500,450,100,50,8
Fennel Leaf,2021-10-08,Kg,220,250,235,30,15,8
Mint,2021-10-08,Kg,800,900,850,100,50,8
Turnip A,2021-10-08,Kg,80,90,85,10,5,8
Tamarind,2021-10-08,Kg,140,150,145,10,5,8
Bamboo Shoot,2021-10-08,Kg,90,100,95,10,5,8
Tofu,2021-10-08,Kg,90,100,95,10,5,8
Gundruk,2021-10-08,Kg,200,250,225,50,25,8
Apple(Jholey),2021-10-08,Kg,150,160,155,10,5,8
Apple(Fuji),2021-10-08,KG,300,320,310,20,10,8
Banana,2021-10-08,Doz,90,100,95,10,5,8
Lime,2021-10-08,Kg,180,200,190,20,10,8
Pomegranate,2021-10-08,Kg,300,350,325,50,25,8
Orange(Indian),2021-10-08,Kg,130,140,135,10,5,8
Water Melon(Green),2021-10-08,Kg,60,70,65,10,5,8
Sweet Orange,2021-10-08,Kg,120,130,125,10,5,8
Pineapple,2021-10-08,1 Pc,120,150,135,30,15,8
Cucumber(Local),2021-10-08,Kg,40,50,45,10,5,8
Cucumber(Hybrid),2021-10-08,KG,20,25,22,5,2,8
Lemon,2021-10-08,Kg,40,50,45,10,5,8
Pear(Local),2021-10-08,Kg,90,100,95,10,5,8
Pear(Chinese),2021-10-08,Kg,190,200,195,10,5,8
Papaya(Nepali),2021-10-08,Kg,50,60,55,10,5,8
Papaya(Indian),2021-10-08,Kg,80,90,85,10,5,8
Guava,2021-10-08,Kg,100,120,110,20,10,8
Mombin,2021-10-08,Kg,30,40,35,10,5,8
Kiwi,2021-10-08,Kg,300,400,350,100,50,8
Ginger,2021-10-08,Kg,40,50,45,10,5,8
Chilli Dry,2021-10-08,Kg,300,320,310,20,10,8
Chilli Green,2021-10-08,Kg,50,60,55,10,5,8
Chilli Green(Bullet),2021-10-08,KG,90,100,95,10,5,8
Chilli Green(Machhe),2021-10-08,KG,70,80,75,10,5,8
Chilli Green(Akbare),2021-10-08,KG,200,250,225,50,25,8
Capsicum,2021-10-08,Kg,100,120,110,20,10,8
Garlic Green,2021-10-08,Kg,280,300,290,20,10,8
Coriander Green,2021-10-08,Kg,250,300,275,50,25,8
Garlic Dry Chinese,2021-10-08,Kg,240,250,245,10,5,8
Garlic Dry Nepali,2021-10-08,Kg,180,200,190,20,10,8
Clive Dry,2021-10-08,Kg,280,300,290,20,10,8
Clive Green,2021-10-08,Kg,150,160,155,10,5,8
Fish Fresh(Rahu),2021-10-08,KG,280,290,285,10,5,8
Fish Fresh(Bachuwa),2021-10-08,KG,225,235,230,10,5,8
Fish Fresh(Chhadi),2021-10-08,KG,220,230,225,10,5,8
Fish Fresh(Mungari),2021-10-08,KG,230,240,235,10,5,8
Tomato Big(Nepali),2021-10-09,Kg,100,120,110,20,10,9
Tomato Big(Indian),2021-10-09,Kg,100,120,110,20,10,9
Tomato Small(Local),2021-10-09,Kg,55,65,60,10,5,9
Tomato Small(Tunnel),2021-10-09,Kg,65,75,70,10,5,9
Potato Red,2021-10-09,Kg,68,70,69,2,1,9
Potato Red(Indian),2021-10-09,KG,26,28,27,2,1,9
Potato Red(Mude),2021-10-09,Kg,45,48,46,3,1,9
Potato White,2021-10-09,Kg,42,44,43,2,1,9
Onion Dry (Indian),2021-10-09,Kg,70,72,71,2,1,9
Carrot(Local),2021-10-09,Kg,120,130,125,10,5,9
Carrot(Terai),2021-10-09,Kg,80,90,85,10,5,9
Cabbage(Local),2021-10-09,Kg,20,25,22,5,2,9
Cauli Local,2021-10-09,Kg,60,80,70,20,10,9
Raddish Red,2021-10-09,Kg,40,50,45,10,5,9
Raddish White(Local),2021-10-09,Kg,20,30,25,10,5,9
Raddish White(Hybrid),2021-10-09,Kg,30,40,35,10,5,9
Brinjal Long,2021-10-09,Kg,30,40,35,10,5,9
Brinjal Round,2021-10-09,Kg,50,60,55,10,5,9
Cow pea(Long),2021-10-09,Kg,120,140,130,20,10,9
Cowpea(Short),2021-10-09,Kg,70,80,75,10,5,9
Green Peas,2021-10-09,Kg,250,280,265,30,15,9
French Bean(Local),2021-10-09,Kg,80,90,85,10,5,9
French Bean(Hybrid),2021-10-09,Kg,80,90,85,10,5,9
French Bean(Rajma),2021-10-09,Kg,150,180,165,30,15,9
Sword Bean,2021-10-09,Kg,130,150,140,20,10,9
Soyabean Green,2021-10-09,Kg,60,80,70,20,10,9
Bitter Gourd,2021-10-09,Kg,70,80,75,10,5,9
Bottle Gourd,2021-10-09,Kg,30,40,35,10,5,9
Pointed Gourd(Local),2021-10-09,Kg,70,80,75,10,5,9
Pointed Gourd(Terai),2021-10-09,Kg,60,70,65,10,5,9
Snake Gourd,2021-10-09,Kg,40,50,45,10,5,9
Smooth Gourd,2021-10-09,Kg,70,80,75,10,5,9
Sponge Gourd,2021-10-09,Kg,70,80,75,10,5,9
Pumpkin,2021-10-09,Kg,25,30,27,5,2,9
Squash(Round),2021-10-09,Kg,30,40,35,10,5,9
Turnip,2021-10-09,Kg,90,100,95,10,5,9
Okara,2021-10-09,Kg,50,60,55,10,5,9
Sweet Potato,2021-10-09,Kg,80,90,85,10,5,9
Barela,2021-10-09,Kg,70,80,75,10,5,9
Arum,2021-10-09,Kg,40,50,45,10,5,9
Christophine,2021-10-09,Kg,10,15,12,5,2,9
Brd Leaf Mustard,2021-10-09,Kg,80,90,85,10,5,9
Spinach Leaf,2021-10-09,Kg,100,120,110,20,10,9
Cress Leaf,2021-10-09,Kg,150,180,165,30,15,9
Mustard Leaf,2021-10-09,Kg,40,50,45,10,5,9
Fenugreek Leaf,2021-10-09,Kg,250,280,265,30,15,9
Onion Green,2021-10-09,Kg,150,180,165,30,15,9
Mushroom(Kanya),2021-10-09,Kg,220,250,235,30,15,9
Mushroom(Button),2021-10-09,KG,320,350,335,30,15,9
Asparagus,2021-10-09,Kg,600,800,700,200,100,9
Neuro,2021-10-09,Kg,90,100,95,10,5,9
Brocauli,2021-10-09,Kg,200,250,225,50,25,9
Sugarbeet,2021-10-09,Kg,80,90,85,10,5,9
Drumstick,2021-10-09,Kg,180,200,190,20,10,9
Red Cabbbage,2021-10-09,Kg,200,250,225,50,25,9
Lettuce,2021-10-09,Kg,800,900,850,100,50,9
Celery,2021-10-09,Kg,400,500,450,100,50,9
Fennel Leaf,2021-10-09,Kg,200,250,225,50,25,9
Mint,2021-10-09,Kg,800,900,850,100,50,9
Turnip A,2021-10-09,Kg,80,90,85,10,5,9
Tamarind,2021-10-09,Kg,140,150,145,10,5,9
Bamboo Shoot,2021-10-09,Kg,90,100,95,10,5,9
Tofu,2021-10-09,Kg,90,100,95,10,5,9
Gundruk,2021-10-09,Kg,200,250,225,50,25,9
Apple(Jholey),2021-10-09,Kg,140,150,145,10,5,9
Apple(Fuji),2021-10-09,KG,300,350,325,50,25,9
Banana,2021-10-09,Doz,90,100,95,10,5,9
Lime,2021-10-09,Kg,160,180,170,20,10,9
Pomegranate,2021-10-09,Kg,300,350,325,50,25,9
Orange(Indian),2021-10-09,Kg,120,130,125,10,5,9
Water Melon(Green),2021-10-09,Kg,60,70,65,10,5,9
Sweet Orange,2021-10-09,Kg,120,130,125,10,5,9
Pineapple,2021-10-09,1 Pc,120,150,135,30,15,9
Cucumber(Local),2021-10-09,Kg,40,50,45,10,5,9
Cucumber(Hybrid),2021-10-09,KG,20,25,22,5,2,9
Lemon,2021-10-09,Kg,40,50,45,10,5,9
Pear(Local),2021-10-09,Kg,90,100,95,10,5,9
Pear(Chinese),2021-10-09,Kg,190,200,195,10,5,9
Papaya(Nepali),2021-10-09,Kg,50,60,55,10,5,9
Papaya(Indian),2021-10-09,Kg,90,100,95,10,5,9
Guava,2021-10-09,Kg,100,120,110,20,10,9
Mombin,2021-10-09,Kg,70,80,75,10,5,9
Kiwi,2021-10-09,Kg,300,400,350,100,50,9
Ginger,2021-10-09,Kg,40,50,45,10,5,9
Chilli Dry,2021-10-09,Kg,300,320,310,20,10,9
Chilli Green,2021-10-09,Kg,50,60,55,10,5,9
Chilli Green(Bullet),2021-10-09,KG,90,100,95,10,5,9
Chilli Green(Machhe),2021-10-09,KG,70,80,75,10,5,9
Chilli Green(Akbare),2021-10-09,KG,200,250,225,50,25,9
Capsicum,2021-10-09,Kg,100,120,110,20,10,9
Garlic Green,2021-10-09,Kg,300,350,325,50,25,9
Coriander Green,2021-10-09,Kg,300,350,325,50,25,9
Garlic Dry Chinese,2021-10-09,Kg,240,250,245,10,5,9
Garlic Dry Nepali,2021-10-09,Kg,190,200,195,10,5,9
Clive Dry,2021-10-09,Kg,280,300,290,20,10,9
Clive Green,2021-10-09,Kg,150,180,165,30,15,9
Fish Fresh(Rahu),2021-10-09,KG,280,290,285,10,5,9
Fish Fresh(Bachuwa),2021-10-09,KG,225,235,230,10,5,9
Fish Fresh(Chhadi),2021-10-09,KG,220,230,225,10,5,9
Fish Fresh(Mungari),2021-10-09,KG,230,240,235,10,5,9
Tomato Big(Nepali),2021-10-10,Kg,100,120,110,20,10,10
Tomato Big(Indian),2021-10-10,Kg,100,120,110,20,10,10
Tomato Small(Local),2021-10-10,Kg,60,70,65,10,5,10
Tomato Small(Tunnel),2021-10-10,Kg,80,90,85,10,5,10
Potato Red,2021-10-10,Kg,68,70,69,2,1,10
Potato Red(Indian),2021-10-10,KG,26,30,28,4,2,10
Potato Red(Mude),2021-10-10,Kg,45,48,46,3,1,10
Potato White,2021-10-10,Kg,42,45,43,3,1,10
Onion Dry (Indian),2021-10-10,Kg,70,75,72,5,2,10
Carrot(Local),2021-10-10,Kg,130,140,135,10,5,10
Carrot(Terai),2021-10-10,Kg,90,100,95,10,5,10
Cabbage(Local),2021-10-10,Kg,30,40,35,10,5,10
Cauli Local,2021-10-10,Kg,80,90,85,10,5,10
Raddish Red,2021-10-10,Kg,40,50,45,10,5,10
Raddish White(Local),2021-10-10,Kg,20,30,25,10,5,10
Raddish White(Hybrid),2021-10-10,Kg,30,40,35,10,5,10
Brinjal Long,2021-10-10,Kg,30,40,35,10,5,10
Brinjal Round,2021-10-10,Kg,50,60,55,10,5,10
Cow pea(Long),2021-10-10,Kg,100,120,110,20,10,10
Cowpea(Short),2021-10-10,Kg,60,70,65,10,5,10
Green Peas,2021-10-10,Kg,250,280,265,30,15,10
French Bean(Local),2021-10-10,Kg,80,90,85,10,5,10
French Bean(Hybrid),2021-10-10,Kg,80,90,85,10,5,10
French Bean(Rajma),2021-10-10,Kg,150,180,165,30,15,10
Sword Bean,2021-10-10,Kg,130,140,135,10,5,10
Soyabean Green,2021-10-10,Kg,50,60,55,10,5,10
Bitter Gourd,2021-10-10,Kg,50,70,60,20,10,10
Bottle Gourd,2021-10-10,Kg,30,40,35,10,5,10
Pointed Gourd(Local),2021-10-10,Kg,70,80,75,10,5,10
Pointed Gourd(Terai),2021-10-10,Kg,60,70,65,10,5,10
Snake Gourd,2021-10-10,Kg,40,50,45,10,5,10
Smooth Gourd,2021-10-10,Kg,60,70,65,10,5,10
Sponge Gourd,2021-10-10,Kg,70,80,75,10,5,10
Pumpkin,2021-10-10,Kg,45,50,47,5,2,10
Squash(Round),2021-10-10,Kg,30,40,35,10,5,10
Turnip,2021-10-10,Kg,90,100,95,10,5,10
Okara,2021-10-10,Kg,50,70,60,20,10,10
Sweet Potato,2021-10-10,Kg,80,90,85,10,5,10
Barela,2021-10-10,Kg,70,80,75,10,5,10
Arum,2021-10-10,Kg,40,50,45,10,5,10
Christophine,2021-10-10,Kg,10,15,12,5,2,10
Brd Leaf Mustard,2021-10-10,Kg,50,60,55,10,5,10
Spinach Leaf,2021-10-10,Kg,90,100,95,10,5,10
Cress Leaf,2021-10-10,Kg,130,140,135,10,5,10
Mustard Leaf,2021-10-10,Kg,40,50,45,10,5,10
Fenugreek Leaf,2021-10-10,Kg,250,260,255,10,5,10
Onion Green,2021-10-10,Kg,140,160,150,20,10,10
Mushroom(Kanya),2021-10-10,Kg,220,250,235,30,15,10
Mushroom(Button),2021-10-10,KG,320,350,335,30,15,10
Asparagus,2021-10-10,Kg,600,800,700,200,100,10
Neuro,2021-10-10,Kg,90,100,95,10,5,10
Brocauli,2021-10-10,Kg,200,250,225,50,25,10
Sugarbeet,2021-10-10,Kg,90,100,95,10,5,10
Drumstick,2021-10-10,Kg,180,200,190,20,10,10
Red Cabbbage,2021-10-10,Kg,200,250,225,50,25,10
Lettuce,2021-10-10,Kg,800,900,850,100,50,10
Celery,2021-10-10,Kg,400,500,450,100,50,10
Fennel Leaf,2021-10-10,Kg,200,250,225,50,25,10
Mint,2021-10-10,Kg,800,900,850,100,50,10
Turnip A,2021-10-10,Kg,80,90,85,10,5,10
Tamarind,2021-10-10,Kg,140,150,145,10,5,10
Bamboo Shoot,2021-10-10,Kg,90,100,95,10,5,10
Tofu,2021-10-10,Kg,90,100,95,10,5,10
Gundruk,2021-10-10,Kg,200,250,225,50,25,10
Apple(Jholey),2021-10-10,Kg,140,150,145,10,5,10
Apple(Fuji),2021-10-10,KG,300,350,325,50,25,10
