product,date,unit,min_price,max_price,avg_price
jack fruit,2021-02-14,Kg,80.0,90.0,85.0
lemon,2021-02-14,Kg,50.0,60.0,55.0
pear(chinese),2021-02-14,Kg,260.0,270.0,265.0
papaya(nepali),2021-02-14,Kg,50.0,60.0,55.0
papaya(indian),2021-02-14,Kg,80.0,90.0,85.0
guava,2021-02-14,Kg,90.0,100.0,95.0
mombin,2021-02-14,Kg,40.0,50.0,45.0
sugarcane,2021-02-14,1 Pc,80.0,90.0,85.0
kinnow,2021-02-14,Kg,60.0,70.0,65.0
strawberry,2021-02-14,Kg,630.0,650.0,640.0
kiwi,2021-02-14,Kg,330.0,350.0,340.0
ginger,2021-02-14,Kg,60.0,70.0,65.0
chilli dry,2021-02-14,Kg,320.0,330.0,325.0
chilli green,2021-02-14,Kg,80.0,90.0,85.0
chilli green(bullet),2021-02-14,KG,50.0,60.0,55.0
chilli green(machhe),2021-02-14,KG,90.0,100.0,95.0
capsicum,2021-02-14,Kg,60.0,70.0,65.0
garlic green,2021-02-14,Kg,50.0,60.0,55.0
coriander green,2021-02-14,Kg,70.0,80.0,75.0
garlic dry chinese,2021-02-14,Kg,260.0,270.0,265.0
fish fresh(rahu),2021-02-14,KG,270.0,280.0,275.0
fish fresh(bachuwa),2021-02-14,KG,220.0,230.0,225.0
fish fresh(chhadi),2021-02-14,KG,200.0,210.0,205.0
fish fresh(mungari),2021-02-14,KG,240.0,250.0,245.0
tomato big(nepali),2021-02-15,Kg,50.0,60.0,55.0
tomato big(indian),2021-02-15,Kg,50.0,60.0,55.0
tomato small(local),2021-02-15,Kg,15.0,20.0,17.5
tomato small(tunnel),2021-02-15,Kg,20.0,25.0,22.5
tomato small(indian),2021-02-15,KG,20.0,25.0,22.5
tomato small(terai),2021-02-15,KG,20.0,25.0,22.5
potato red,2021-02-15,Kg,24.0,28.0,26.0
potato red(indian),2021-02-15,KG,24.0,28.0,26.0
potato white,2021-02-15,Kg,16.0,18.0,17.0
onion dry (indian),2021-02-15,Kg,78.0,82.0,80.0
carrot(local),2021-02-15,Kg,50.0,60.0,55.0
carrot(terai),2021-02-15,Kg,40.0,50.0,45.0
cabbage(local),2021-02-15,Kg,15.0,20.0,17.5
cabbage(terai),2021-02-15,Kg,12.0,15.0,13.5
cabbage,2021-02-15,Kg,12.0,15.0,13.5
cauli local,2021-02-15,Kg,25.0,35.0,30.0
cauli local(jyapu),2021-02-15,Kg,30.0,35.0,32.5
cauli terai,2021-02-15,Kg,20.0,25.0,22.5
raddish red,2021-02-15,Kg,50.0,60.0,55.0
raddish white(local),2021-02-15,Kg,45.0,50.0,47.5
raddish white(hybrid),2021-02-15,Kg,45.0,50.0,47.5
brinjal long,2021-02-15,Kg,50.0,60.0,55.0
brinjal round,2021-02-15,Kg,50.0,60.0,55.0
green peas,2021-02-15,Kg,50.0,60.0,55.0
french bean(local),2021-02-15,Kg,70.0,80.0,75.0
french bean(hybrid),2021-02-15,Kg,50.0,60.0,55.0
sword bean,2021-02-15,Kg,50.0,60.0,55.0
bitter gourd,2021-02-15,Kg,110.0,130.0,120.0
bottle gourd,2021-02-15,Kg,50.0,60.0,55.0
pointed gourd(terai),2021-02-15,Kg,160.0,180.0,170.0
pumpkin,2021-02-15,Kg,25.0,35.0,30.0
squash(long),2021-02-15,Kg,40.0,50.0,45.0
squash(round),2021-02-15,Kg,50.0,60.0,55.0
turnip,2021-02-15,Kg,70.0,80.0,75.0
okara,2021-02-15,Kg,110.0,120.0,115.0
sweet potato,2021-02-15,Kg,60.0,70.0,65.0
barela,2021-02-15,Kg,50.0,60.0,55.0
arum,2021-02-15,Kg,50.0,60.0,55.0
christophine,2021-02-15,Kg,40.0,50.0,45.0
brd leaf mustard,2021-02-15,Kg,50.0,60.0,55.0
spinach leaf,2021-02-15,Kg,50.0,60.0,55.0
cress leaf,2021-02-15,Kg,80.0,90.0,85.0
mustard leaf,2021-02-15,Kg,50.0,60.0,55.0
fenugreek leaf,2021-02-15,Kg,50.0,60.0,55.0
onion green,2021-02-15,Kg,50.0,60.0,55.0
bakula,2021-02-15,Kg,100.0,110.0,105.0
yam,2021-02-15,Kg,50.0,60.0,55.0
mushroom(kanya),2021-02-15,Kg,60.0,80.0,70.0
mushroom(button),2021-02-15,KG,280.0,300.0,290.0
brocauli,2021-02-15,Kg,40.0,50.0,45.0
sugarbeet,2021-02-15,Kg,70.0,80.0,75.0
drumstick,2021-02-15,Kg,160.0,170.0,165.0
red cabbbage,2021-02-15,Kg,110.0,120.0,115.0
lettuce,2021-02-15,Kg,80.0,90.0,85.0
knolkhol,2021-02-15,Kg,80.0,90.0,85.0
celery,2021-02-15,Kg,220.0,250.0,235.0
parseley,2021-02-15,Kg,350.0,400.0,375.0
fennel leaf,2021-02-15,Kg,80.0,90.0,85.0
mint,2021-02-15,Kg,220.0,250.0,235.0
turnip a,2021-02-15,Kg,70.0,80.0,75.0
tamarind,2021-02-15,Kg,140.0,150.0,145.0
bamboo shoot,2021-02-15,Kg,70.0,80.0,75.0
tofu,2021-02-15,Kg,70.0,80.0,75.0
gundruk,2021-02-15,Kg,220.0,250.0,235.0
apple(jholey),2021-02-15,Kg,180.0,200.0,190.0
apple(fuji),2021-02-15,KG,250.0,270.0,260.0
banana,2021-02-15,Doz,100.0,110.0,105.0
lime,2021-02-15,Kg,140.0,150.0,145.0
pomegranate,2021-02-15,Kg,280.0,300.0,290.0
grapes(green),2021-02-15,Kg,100.0,120.0,110.0
grapes(black),2021-02-15,Kg,200.0,220.0,210.0
orange(nepali),2021-02-15,Kg,130.0,140.0,135.0
water melon(green),2021-02-15,Kg,35.0,40.0,37.5
sweet orange,2021-02-15,Kg,140.0,150.0,145.0
pineapple,2021-02-15,1 Pc,130.0,140.0,135.0
cucumber(hybrid),2021-02-15,KG,50.0,60.0,55.0
jack fruit,2021-02-15,Kg,80.0,90.0,85.0
lemon,2021-02-15,Kg,50.0,60.0,55.0
pear(chinese),2021-02-15,Kg,260.0,270.0,265.0
papaya(nepali),2021-02-15,Kg,50.0,60.0,55.0
papaya(indian),2021-02-15,Kg,80.0,90.0,85.0
guava,2021-02-15,Kg,90.0,100.0,95.0
mombin,2021-02-15,Kg,40.0,50.0,45.0
sugarcane,2021-02-15,1 Pc,80.0,90.0,85.0
kinnow,2021-02-15,Kg,70.0,80.0,75.0
strawberry,2021-02-15,Kg,600.0,650.0,625.0
kiwi,2021-02-15,Kg,350.0,380.0,365.0
ginger,2021-02-15,Kg,60.0,70.0,65.0
chilli dry,2021-02-15,Kg,320.0,330.0,325.0
chilli green,2021-02-15,Kg,80.0,90.0,85.0
chilli green(bullet),2021-02-15,KG,50.0,60.0,55.0
chilli green(machhe),2021-02-15,KG,90.0,100.0,95.0
capsicum,2021-02-15,Kg,70.0,80.0,75.0
garlic green,2021-02-15,Kg,60.0,70.0,65.0
coriander green,2021-02-15,Kg,80.0,100.0,90.0
garlic dry chinese,2021-02-15,Kg,250.0,260.0,255.0
fish fresh(rahu),2021-02-15,KG,270.0,280.0,275.0
fish fresh(bachuwa),2021-02-15,KG,220.0,230.0,225.0
fish fresh(chhadi),2021-02-15,KG,210.0,220.0,215.0
fish fresh(mungari),2021-02-15,KG,240.0,250.0,245.0
tomato big(nepali),2021-02-16,Kg,50.0,60.0,55.0
tomato big(indian),2021-02-16,Kg,50.0,60.0,55.0
tomato small(local),2021-02-16,Kg,15.0,20.0,17.5
tomato small(tunnel),2021-02-16,Kg,15.0,20.0,17.5
tomato small(indian),2021-02-16,KG,15.0,20.0,17.5
tomato small(terai),2021-02-16,KG,15.0,20.0,17.5
potato red,2021-02-16,Kg,24.0,28.0,26.0
potato red(indian),2021-02-16,KG,24.0,28.0,26.0
potato white,2021-02-16,Kg,16.0,18.0,17.0
onion dry (indian),2021-02-16,Kg,75.0,80.0,77.5
carrot(local),2021-02-16,Kg,50.0,60.0,55.0
carrot(terai),2021-02-16,Kg,40.0,50.0,45.0
cabbage(local),2021-02-16,Kg,15.0,20.0,17.5
cabbage(terai),2021-02-16,Kg,10.0,15.0,12.5
cabbage,2021-02-16,Kg,12.0,16.0,14.0
cauli local,2021-02-16,Kg,25.0,35.0,30.0
cauli local(jyapu),2021-02-16,Kg,35.0,40.0,37.5
cauli terai,2021-02-16,Kg,20.0,25.0,22.5
raddish red,2021-02-16,Kg,50.0,60.0,55.0
raddish white(local),2021-02-16,Kg,45.0,50.0,47.5
raddish white(hybrid),2021-02-16,Kg,45.0,50.0,47.5
brinjal long,2021-02-16,Kg,50.0,60.0,55.0
brinjal round,2021-02-16,Kg,50.0,60.0,55.0
green peas,2021-02-16,Kg,50.0,60.0,55.0
french bean(local),2021-02-16,Kg,70.0,80.0,75.0
french bean(hybrid),2021-02-16,Kg,60.0,70.0,65.0
sword bean,2021-02-16,Kg,60.0,70.0,65.0
bitter gourd,2021-02-16,Kg,120.0,130.0,125.0
bottle gourd,2021-02-16,Kg,50.0,60.0,55.0
pointed gourd(terai),2021-02-16,Kg,160.0,170.0,165.0
pumpkin,2021-02-16,Kg,25.0,35.0,30.0
squash(long),2021-02-16,Kg,25.0,30.0,27.5
squash(round),2021-02-16,Kg,40.0,50.0,45.0
turnip,2021-02-16,Kg,70.0,80.0,75.0
okara,2021-02-16,Kg,110.0,130.0,120.0
sweet potato,2021-02-16,Kg,70.0,80.0,75.0
barela,2021-02-16,Kg,45.0,55.0,50.0
arum,2021-02-16,Kg,50.0,60.0,55.0
christophine,2021-02-16,Kg,50.0,60.0,55.0
brd leaf mustard,2021-02-16,Kg,50.0,60.0,55.0
spinach leaf,2021-02-16,Kg,50.0,60.0,55.0
cress leaf,2021-02-16,Kg,80.0,90.0,85.0
mustard leaf,2021-02-16,Kg,40.0,50.0,45.0
fenugreek leaf,2021-02-16,Kg,50.0,60.0,55.0
onion green,2021-02-16,Kg,60.0,70.0,65.0
bakula,2021-02-16,Kg,100.0,110.0,105.0
yam,2021-02-16,Kg,50.0,60.0,55.0
mushroom(kanya),2021-02-16,Kg,80.0,90.0,85.0
mushroom(button),2021-02-16,KG,300.0,320.0,310.0
brocauli,2021-02-16,Kg,30.0,40.0,35.0
sugarbeet,2021-02-16,Kg,70.0,80.0,75.0
drumstick,2021-02-16,Kg,160.0,170.0,165.0
red cabbbage,2021-02-16,Kg,110.0,120.0,115.0
lettuce,2021-02-16,Kg,80.0,90.0,85.0
knolkhol,2021-02-16,Kg,80.0,90.0,85.0
celery,2021-02-16,Kg,220.0,250.0,235.0
parseley,2021-02-16,Kg,350.0,400.0,375.0
fennel leaf,2021-02-16,Kg,80.0,90.0,85.0
mint,2021-02-16,Kg,220.0,250.0,235.0
turnip a,2021-02-16,Kg,70.0,80.0,75.0
tamarind,2021-02-16,Kg,140.0,150.0,145.0
bamboo shoot,2021-02-16,Kg,70.0,80.0,75.0
tofu,2021-02-16,Kg,70.0,80.0,75.0
gundruk,2021-02-16,Kg,220.0,250.0,235.0
apple(jholey),2021-02-16,Kg,180.0,200.0,190.0
apple(fuji),2021-02-16,KG,250.0,280.0,265.0
banana,2021-02-16,Doz,100.0,110.0,105.0
lime,2021-02-16,Kg,140.0,150.0,145.0
pomegranate,2021-02-16,Kg,280.0,300.0,290.0
grapes(green),2021-02-16,Kg,100.0,120.0,110.0
grapes(black),2021-02-16,Kg,200.0,220.0,210.0
orange(nepali),2021-02-16,Kg,120.0,140.0,130.0
water melon(green),2021-02-16,Kg,35.0,45.0,40.0
sweet orange,2021-02-16,Kg,140.0,150.0,145.0
pineapple,2021-02-16,1 Pc,140.0,150.0,145.0
cucumber(hybrid),2021-02-16,KG,50.0,60.0,55.0
jack fruit,2021-02-16,Kg,80.0,90.0,85.0
lemon,2021-02-16,Kg,50.0,60.0,55.0
pear(chinese),2021-02-16,Kg,260.0,270.0,265.0
papaya(nepali),2021-02-16,Kg,50.0,60.0,55.0
papaya(indian),2021-02-16,Kg,80.0,90.0,85.0
guava,2021-02-16,Kg,90.0,100.0,95.0
mombin,2021-02-16,Kg,45.0,50.0,47.5
sugarcane,2021-02-16,1 Pc,50.0,60.0,55.0
kinnow,2021-02-16,Kg,70.0,80.0,75.0
strawberry,2021-02-16,Kg,600.0,650.0,625.0
kiwi,2021-02-16,Kg,350.0,400.0,375.0
ginger,2021-02-16,Kg,60.0,70.0,65.0
chilli dry,2021-02-16,Kg,320.0,330.0,325.0
chilli green,2021-02-16,Kg,80.0,90.0,85.0
chilli green(bullet),2021-02-16,KG,50.0,60.0,55.0
chilli green(machhe),2021-02-16,KG,100.0,110.0,105.0
capsicum,2021-02-16,Kg,70.0,80.0,75.0
garlic green,2021-02-16,Kg,60.0,70.0,65.0
coriander green,2021-02-16,Kg,80.0,90.0,85.0
garlic dry chinese,2021-02-16,Kg,250.0,270.0,260.0
fish fresh(rahu),2021-02-16,KG,270.0,280.0,275.0
fish fresh(bachuwa),2021-02-16,KG,220.0,230.0,225.0
fish fresh(chhadi),2021-02-16,KG,210.0,220.0,215.0
fish fresh(mungari),2021-02-16,KG,240.0,250.0,245.0
tomato big(nepali),2021-02-17,Kg,50.0,60.0,55.0
tomato big(indian),2021-02-17,Kg,50.0,60.0,55.0
tomato small(local),2021-02-17,Kg,15.0,20.0,17.5
tomato small(tunnel),2021-02-17,Kg,15.0,20.0,17.5
tomato small(indian),2021-02-17,KG,15.0,20.0,17.5
tomato small(terai),2021-02-17,KG,15.0,20.0,17.5
potato red,2021-02-17,Kg,26.0,28.0,27.0
potato red(indian),2021-02-17,KG,22.0,26.0,24.0
potato white,2021-02-17,Kg,18.0,20.0,19.0
onion dry (indian),2021-02-17,Kg,80.0,85.0,82.5
carrot(local),2021-02-17,Kg,50.0,60.0,55.0
carrot(terai),2021-02-17,Kg,40.0,50.0,45.0
cabbage(local),2021-02-17,Kg,15.0,18.0,16.5
cabbage(terai),2021-02-17,Kg,10.0,15.0,12.5
cabbage,2021-02-17,Kg,14.0,16.0,15.0
cauli local,2021-02-17,Kg,20.0,30.0,25.0
cauli local(jyapu),2021-02-17,Kg,25.0,30.0,27.5
cauli terai,2021-02-17,Kg,15.0,20.0,17.5
raddish red,2021-02-17,Kg,60.0,70.0,65.0
raddish white(local),2021-02-17,Kg,35.0,40.0,37.5
raddish white(hybrid),2021-02-17,Kg,35.0,40.0,37.5
brinjal long,2021-02-17,Kg,50.0,60.0,55.0
brinjal round,2021-02-17,Kg,50.0,60.0,55.0
green peas,2021-02-17,Kg,50.0,60.0,55.0
french bean(local),2021-02-17,Kg,60.0,70.0,65.0
french bean(hybrid),2021-02-17,Kg,50.0,60.0,55.0
sword bean,2021-02-17,Kg,60.0,70.0,65.0
bitter gourd,2021-02-17,Kg,100.0,120.0,110.0
bottle gourd,2021-02-17,Kg,50.0,60.0,55.0
pointed gourd(terai),2021-02-17,Kg,160.0,170.0,165.0
pumpkin,2021-02-17,Kg,25.0,35.0,30.0
squash(long),2021-02-17,Kg,20.0,25.0,22.5
squash(round),2021-02-17,Kg,35.0,40.0,37.5
turnip,2021-02-17,Kg,70.0,80.0,75.0
okara,2021-02-17,Kg,100.0,110.0,105.0
sweet potato,2021-02-17,Kg,70.0,80.0,75.0
barela,2021-02-17,Kg,40.0,50.0,45.0
arum,2021-02-17,Kg,50.0,60.0,55.0
christophine,2021-02-17,Kg,60.0,70.0,65.0
brd leaf mustard,2021-02-17,Kg,50.0,60.0,55.0
spinach leaf,2021-02-17,Kg,50.0,60.0,55.0
cress leaf,2021-02-17,Kg,80.0,90.0,85.0
mustard leaf,2021-02-17,Kg,20.0,30.0,25.0
fenugreek leaf,2021-02-17,Kg,80.0,90.0,85.0
onion green,2021-02-17,Kg,50.0,60.0,55.0
bakula,2021-02-17,Kg,100.0,110.0,105.0
yam,2021-02-17,Kg,50.0,60.0,55.0
mushroom(kanya),2021-02-17,Kg,80.0,100.0,90.0
mushroom(button),2021-02-17,KG,300.0,320.0,310.0
neuro,2021-02-17,Kg,90.0,100.0,95.0
brocauli,2021-02-17,Kg,30.0,40.0,35.0
sugarbeet,2021-02-17,Kg,70.0,80.0,75.0
drumstick,2021-02-17,Kg,160.0,170.0,165.0
red cabbbage,2021-02-17,Kg,110.0,120.0,115.0
lettuce,2021-02-17,Kg,80.0,90.0,85.0
knolkhol,2021-02-17,Kg,90.0,100.0,95.0
celery,2021-02-17,Kg,220.0,250.0,235.0
parseley,2021-02-17,Kg,350.0,400.0,375.0
fennel leaf,2021-02-17,Kg,80.0,90.0,85.0
mint,2021-02-17,Kg,220.0,250.0,235.0
turnip a,2021-02-17,Kg,70.0,80.0,75.0
tamarind,2021-02-17,Kg,140.0,150.0,145.0
bamboo shoot,2021-02-17,Kg,70.0,80.0,75.0
tofu,2021-02-17,Kg,70.0,80.0,75.0
gundruk,2021-02-17,Kg,220.0,250.0,235.0
apple(jholey),2021-02-17,Kg,180.0,200.0,190.0
apple(fuji),2021-02-17,KG,250.0,300.0,275.0
banana,2021-02-17,Doz,100.0,110.0,105.0
lime,2021-02-17,Kg,140.0,150.0,145.0
pomegranate,2021-02-17,Kg,280.0,300.0,290.0
grapes(green),2021-02-17,Kg,100.0,120.0,110.0
grapes(black),2021-02-17,Kg,200.0,225.0,212.5
orange(nepali),2021-02-17,Kg,100.0,120.0,110.0
orange(indian),2021-02-17,Kg,120.0,130.0,125.0
water melon(green),2021-02-17,Kg,35.0,45.0,40.0
sweet orange,2021-02-17,Kg,140.0,150.0,145.0
pineapple,2021-02-17,1 Pc,140.0,150.0,145.0
cucumber(hybrid),2021-02-17,KG,50.0,60.0,55.0
jack fruit,2021-02-17,Kg,80.0,90.0,85.0
lemon,2021-02-17,Kg,50.0,60.0,55.0
pear(chinese),2021-02-17,Kg,260.0,270.0,265.0
papaya(nepali),2021-02-17,Kg,50.0,60.0,55.0
papaya(indian),2021-02-17,Kg,90.0,100.0,95.0
guava,2021-02-17,Kg,90.0,100.0,95.0
mombin,2021-02-17,Kg,50.0,60.0,55.0
sugarcane,2021-02-17,1 Pc,50.0,60.0,55.0
kinnow,2021-02-17,Kg,70.0,80.0,75.0
strawberry,2021-02-17,Kg,600.0,650.0,625.0
kiwi,2021-02-17,Kg,350.0,400.0,375.0
ginger,2021-02-17,Kg,60.0,70.0,65.0
chilli dry,2021-02-17,Kg,320.0,330.0,325.0
chilli green,2021-02-17,Kg,80.0,90.0,85.0
chilli green(bullet),2021-02-17,KG,50.0,60.0,55.0
chilli green(machhe),2021-02-17,KG,100.0,110.0,105.0
capsicum,2021-02-17,Kg,70.0,80.0,75.0
garlic green,2021-02-17,Kg,110.0,120.0,115.0
coriander green,2021-02-17,Kg,90.0,100.0,95.0
garlic dry chinese,2021-02-17,Kg,250.0,270.0,260.0
fish fresh(rahu),2021-02-17,KG,260.0,270.0,265.0
fish fresh(bachuwa),2021-02-17,KG,230.0,240.0,235.0
fish fresh(chhadi),2021-02-17,KG,210.0,220.0,215.0
fish fresh(mungari),2021-02-17,KG,240.0,250.0,245.0
tomato big(nepali),2021-02-18,Kg,50.0,60.0,55.0
tomato big(indian),2021-02-18,Kg,50.0,60.0,55.0
tomato small(local),2021-02-18,Kg,15.0,20.0,17.5
tomato small(tunnel),2021-02-18,Kg,18.0,22.0,20.0
tomato small(indian),2021-02-18,KG,15.0,20.0,17.5
tomato small(terai),2021-02-18,KG,18.0,22.0,20.0
potato red,2021-02-18,Kg,26.0,28.0,27.0
potato red(indian),2021-02-18,KG,22.0,25.0,23.5
potato white,2021-02-18,Kg,18.0,20.0,19.0
onion dry (indian),2021-02-18,Kg,83.0,85.0,84.0
carrot(local),2021-02-18,Kg,45.0,50.0,47.5
carrot(terai),2021-02-18,Kg,40.0,45.0,42.5
cabbage(local),2021-02-18,Kg,14.0,16.0,15.0
cabbage(terai),2021-02-18,Kg,10.0,15.0,12.5
cabbage,2021-02-18,Kg,12.0,15.0,13.5
cauli local,2021-02-18,Kg,20.0,25.0,22.5
cauli local(jyapu),2021-02-18,Kg,25.0,30.0,27.5
cauli terai,2021-02-18,Kg,15.0,20.0,17.5
raddish white(local),2021-02-18,Kg,35.0,40.0,37.5
raddish white(hybrid),2021-02-18,Kg,35.0,40.0,37.5
brinjal long,2021-02-18,Kg,50.0,60.0,55.0
brinjal round,2021-02-18,Kg,55.0,60.0,57.5
green peas,2021-02-18,Kg,50.0,60.0,55.0
french bean(local),2021-02-18,Kg,60.0,70.0,65.0
french bean(hybrid),2021-02-18,Kg,60.0,70.0,65.0
sword bean,2021-02-18,Kg,65.0,70.0,67.5
bitter gourd,2021-02-18,Kg,95.0,100.0,97.5
bottle gourd,2021-02-18,Kg,35.0,40.0,37.5
pointed gourd(local),2021-02-18,Kg,150.0,160.0,155.0
pumpkin,2021-02-18,Kg,25.0,30.0,27.5
squash(long),2021-02-18,Kg,20.0,25.0,22.5
squash(round),2021-02-18,Kg,25.0,30.0,27.5
turnip,2021-02-18,Kg,70.0,80.0,75.0
okara,2021-02-18,Kg,90.0,100.0,95.0
sweet potato,2021-02-18,Kg,70.0,80.0,75.0
barela,2021-02-18,Kg,40.0,50.0,45.0
arum,2021-02-18,Kg,50.0,60.0,55.0
christophine,2021-02-18,Kg,50.0,60.0,55.0
brd leaf mustard,2021-02-18,Kg,50.0,60.0,55.0
spinach leaf,2021-02-18,Kg,50.0,60.0,55.0
cress leaf,2021-02-18,Kg,70.0,80.0,75.0
mustard leaf,2021-02-18,Kg,20.0,30.0,25.0
fenugreek leaf,2021-02-18,Kg,70.0,80.0,75.0
onion green,2021-02-18,Kg,50.0,60.0,55.0
bakula,2021-02-18,Kg,110.0,120.0,115.0
yam,2021-02-18,Kg,50.0,60.0,55.0
mushroom(kanya),2021-02-18,Kg,70.0,80.0,75.0
mushroom(button),2021-02-18,KG,310.0,320.0,315.0
neuro,2021-02-18,Kg,90.0,100.0,95.0
brocauli,2021-02-18,Kg,25.0,30.0,27.5
sugarbeet,2021-02-18,Kg,70.0,80.0,75.0
red cabbbage,2021-02-18,Kg,110.0,120.0,115.0
lettuce,2021-02-18,Kg,70.0,80.0,75.0
knolkhol,2021-02-18,Kg,90.0,100.0,95.0
celery,2021-02-18,Kg,220.0,250.0,235.0
parseley,2021-02-18,Kg,350.0,400.0,375.0
fennel leaf,2021-02-18,Kg,80.0,90.0,85.0
mint,2021-02-18,Kg,220.0,250.0,235.0
turnip a,2021-02-18,Kg,70.0,80.0,75.0
tamarind,2021-02-18,Kg,140.0,150.0,145.0
bamboo shoot,2021-02-18,Kg,70.0,80.0,75.0
tofu,2021-02-18,Kg,70.0,80.0,75.0
gundruk,2021-02-18,Kg,220.0,250.0,235.0
apple(jholey),2021-02-18,Kg,180.0,200.0,190.0
apple(fuji),2021-02-18,KG,280.0,300.0,290.0
banana,2021-02-18,Doz,90.0,100.0,95.0
lime,2021-02-18,Kg,140.0,150.0,145.0
pomegranate,2021-02-18,Kg,280.0,300.0,290.0
grapes(green),2021-02-18,Kg,100.0,120.0,110.0
grapes(black),2021-02-18,Kg,215.0,220.0,217.5
orange(nepali),2021-02-18,Kg,100.0,120.0,110.0
water melon(green),2021-02-18,Kg,35.0,40.0,37.5
sweet orange,2021-02-18,Kg,140.0,150.0,145.0
pineapple,2021-02-18,1 Pc,140.0,150.0,145.0
cucumber(hybrid),2021-02-18,KG,50.0,60.0,55.0
jack fruit,2021-02-18,Kg,80.0,90.0,85.0
lemon,2021-02-18,Kg,50.0,60.0,55.0
pear(chinese),2021-02-18,Kg,260.0,270.0,265.0
papaya(nepali),2021-02-18,Kg,50.0,60.0,55.0
papaya(indian),2021-02-18,Kg,90.0,100.0,95.0
guava,2021-02-18,Kg,90.0,100.0,95.0
mombin,2021-02-18,Kg,50.0,60.0,55.0
sugarcane,2021-02-18,1 Pc,50.0,60.0,55.0
kinnow,2021-02-18,Kg,70.0,80.0,75.0
strawberry,2021-02-18,Kg,600.0,650.0,625.0
kiwi,2021-02-18,Kg,380.0,400.0,390.0
ginger,2021-02-18,Kg,60.0,70.0,65.0
chilli dry,2021-02-18,Kg,320.0,330.0,325.0
chilli green,2021-02-18,Kg,80.0,90.0,85.0
chilli green(bullet),2021-02-18,KG,60.0,70.0,65.0
chilli green(machhe),2021-02-18,KG,70.0,80.0,75.0
capsicum,2021-02-18,Kg,70.0,80.0,75.0
garlic green,2021-02-18,Kg,60.0,70.0,65.0
coriander green,2021-02-18,Kg,90.0,100.0,95.0
garlic dry chinese,2021-02-18,Kg,260.0,270.0,265.0
fish fresh(rahu),2021-02-18,KG,260.0,270.0,265.0
fish fresh(bachuwa),2021-02-18,KG,230.0,240.0,235.0
fish fresh(chhadi),2021-02-18,KG,210.0,220.0,215.0
fish fresh(mungari),2021-02-18,KG,240.0,250.0,245.0
tomato big(nepali),2021-02-19,Kg,45.0,50.0,47.5
tomato big(indian),2021-02-19,Kg,45.0,50.0,47.5
tomato small(local),2021-02-19,Kg,10.0,15.0,12.5
tomato small(tunnel),2021-02-19,Kg,10.0,20.0,15.0
tomato small(indian),2021-02-19,KG,15.0,20.0,17.5
tomato small(terai),2021-02-19,KG,15.0,20.0,17.5
potato red,2021-02-19,Kg,25.0,30.0,27.5
potato red(indian),2021-02-19,KG,25.0,30.0,27.5
potato white,2021-02-19,Kg,18.0,20.0,19.0
onion dry (indian),2021-02-19,Kg,80.0,85.0,82.5
carrot(local),2021-02-19,Kg,45.0,50.0,47.5
carrot(terai),2021-02-19,Kg,35.0,40.0,37.5
cabbage(local),2021-02-19,Kg,15.0,20.0,17.5
cabbage(terai),2021-02-19,Kg,10.0,15.0,12.5
cabbage,2021-02-19,Kg,10.0,15.0,12.5
cauli local,2021-02-19,Kg,20.0,25.0,22.5
cauli local(jyapu),2021-02-19,Kg,30.0,35.0,32.5
cauli terai,2021-02-19,Kg,10.0,15.0,12.5
raddish red,2021-02-19,Kg,35.0,40.0,37.5
raddish white(local),2021-02-19,Kg,25.0,30.0,27.5
raddish white(hybrid),2021-02-19,Kg,25.0,30.0,27.5
brinjal long,2021-02-19,Kg,45.0,50.0,47.5
brinjal round,2021-02-19,Kg,50.0,60.0,55.0
green peas,2021-02-19,Kg,60.0,70.0,65.0
french bean(local),2021-02-19,Kg,50.0,60.0,55.0
french bean(hybrid),2021-02-19,Kg,45.0,50.0,47.5
french bean(rajma),2021-02-19,Kg,80.0,90.0,85.0
sword bean,2021-02-19,Kg,70.0,80.0,75.0
bitter gourd,2021-02-19,Kg,110.0,120.0,115.0
bottle gourd,2021-02-19,Kg,50.0,60.0,55.0
pointed gourd(local),2021-02-19,Kg,160.0,170.0,165.0
pumpkin,2021-02-19,Kg,25.0,30.0,27.5
squash(long),2021-02-19,Kg,20.0,25.0,22.5
squash(round),2021-02-19,Kg,20.0,25.0,22.5
turnip,2021-02-19,Kg,60.0,70.0,65.0
okara,2021-02-19,Kg,90.0,100.0,95.0
sweet potato,2021-02-19,Kg,50.0,60.0,55.0
barela,2021-02-19,Kg,40.0,50.0,45.0
arum,2021-02-19,Kg,50.0,60.0,55.0
christophine,2021-02-19,Kg,50.0,60.0,55.0
brd leaf mustard,2021-02-19,Kg,50.0,60.0,55.0
spinach leaf,2021-02-19,Kg,50.0,60.0,55.0
cress leaf,2021-02-19,Kg,70.0,80.0,75.0
mustard leaf,2021-02-19,Kg,20.0,30.0,25.0
fenugreek leaf,2021-02-19,Kg,70.0,80.0,75.0
onion green,2021-02-19,Kg,50.0,60.0,55.0
bakula,2021-02-19,Kg,90.0,100.0,95.0
yam,2021-02-19,Kg,50.0,60.0,55.0
mushroom(kanya),2021-02-19,Kg,70.0,80.0,75.0
mushroom(button),2021-02-19,KG,280.0,300.0,290.0
neuro,2021-02-19,Kg,90.0,100.0,95.0
brocauli,2021-02-19,Kg,30.0,35.0,32.5
sugarbeet,2021-02-19,Kg,70.0,80.0,75.0
drumstick,2021-02-19,Kg,160.0,170.0,165.0
